segment Virginia
37.235 -76.014
37.257 -76.026
37.258 -76.026
37.26 -76.025
37.264 -76.025
37.265 -76.024
37.267 -76.024
37.268 -76.024
37.269 -76.024
37.269 -76.023
37.276 -76.019
37.281 -76.016
37.286 -76.021
37.287 -76.022
37.289 -76.023
37.3 -76.022
37.318 -76.019
37.331 -76.015
37.332 -76.014
37.336 -76.011
37.352 -75.998
37.368 -75.987
37.369 -75.987
37.374 -75.986
37.386 -75.984
37.399 -75.981
37.402 -75.98
37.405 -75.98
37.407 -75.981
37.416 -75.983
37.434 -75.982
37.445 -75.976
37.454 -75.97
37.463 -75.964
37.468 -75.961
37.471 -75.962
37.473 -75.963
37.475 -75.964
37.482 -75.963
37.5 -75.959
37.522 -75.95
37.535 -75.94
37.55 -75.938
37.552 -75.937
37.554 -75.938
37.558 -75.941
37.561 -75.941
37.564 -75.941
37.581 -75.933
37.584 -75.932
37.6 -75.925
37.606 -75.921
37.623 -75.91
37.624 -75.909
37.626 -75.907
37.631 -75.903
37.643 -75.892
37.661 -75.877
37.668 -75.868
37.674 -75.87
37.688 -75.868
37.693 -75.865
37.695 -75.864
37.701 -75.86
37.703 -75.859
37.708 -75.846
37.713 -75.838
37.72 -75.834
37.725 -75.831
37.732 -75.831
37.738 -75.828
37.742 -75.825
37.75 -75.812
37.762 -75.803
37.777 -75.812
37.792 -75.818
37.804 -75.793
37.807 -75.785
37.805 -75.771
37.806 -75.751
37.807 -75.743
37.817 -75.736
37.818 -75.73
37.82 -75.723
37.827 -75.717
37.838 -75.714
37.848 -75.709
37.85 -75.703
37.855 -75.697
37.862 -75.69
37.873 -75.685
37.886 -75.688
37.896 -75.702
37.901 -75.71
37.902 -75.72
37.9 -75.725
37.897 -75.727
37.897 -75.753
37.898 -75.759
37.899 -75.76
37.904 -75.758
37.928 -75.723
37.933 -75.716
37.936 -75.712
37.929 -75.704
37.93 -75.694
37.951 -75.67
37.949 -75.665
37.945 -75.656
37.947 -75.648
37.967 -75.648
37.97 -75.645
37.976 -75.642
37.979 -75.638
37.98 -75.636
37.978 -75.634
37.976 -75.632
37.976 -75.631
37.976 -75.63
37.977 -75.629
37.978 -75.629
37.983 -75.634
37.985 -75.634
37.987 -75.633
37.988 -75.631
37.989 -75.628
37.99 -75.626
37.994 -75.624
segment Virginia
37.953 -75.994
37.948 -76.003
37.935 -76.018
37.915 -76.032
37.929 -76.036
37.954 -76.047
37.954 -76.042
37.954 -76.041
37.954 -76.03
37.954 -76.029
37.954 -76.022
37.954 -76.021
37.953 -75.994
segment Virginia
37.836 -75.974
37.831 -75.972
37.826 -75.977
37.806 -75.982
37.805 -75.987
37.813 -75.998
37.835 -76.001
37.848 -76
37.85 -75.997
37.849 -75.993
37.841 -75.988
37.837 -75.982
37.836 -75.974
