segment Pakistan
24.543 67.373
24.539 67.375
24.536 67.374
24.536 67.368
24.542 67.358
24.546 67.355
24.55 67.357
24.571 67.381
24.58 67.398
24.583 67.409
24.586 67.414
24.585 67.418
24.573 67.432
24.572 67.439
24.575 67.44
24.578 67.437
24.59 67.417
24.589 67.407
24.584 67.4
24.577 67.383
24.564 67.367
24.561 67.361
24.555 67.352
24.55 67.336
24.549 67.323
24.554 67.315
24.552 67.309
24.551 67.305
24.553 67.304
24.556 67.306
24.557 67.315
24.559 67.315
24.577 67.3
24.581 67.299
24.583 67.301
24.584 67.305
24.575 67.315
24.576 67.32
24.579 67.323
24.58 67.323
24.581 67.324
24.588 67.322
24.591 67.323
24.588 67.333
24.589 67.337
24.591 67.338
24.599 67.341
24.607 67.35
24.609 67.356
24.606 67.366
24.608 67.371
24.613 67.377
24.619 67.38
24.635 67.381
24.638 67.384
24.638 67.39
24.636 67.399
24.636 67.407
24.64 67.412
24.649 67.414
24.649 67.419
24.641 67.434
24.64 67.44
24.643 67.447
24.654 67.453
24.66 67.452
24.657 67.45
24.648 67.444
24.648 67.442
24.656 67.438
24.66 67.431
24.673 67.42
24.686 67.434
24.69 67.436
24.694 67.436
24.698 67.433
24.7 67.429
24.702 67.415
24.701 67.404
24.705 67.393
24.709 67.391
24.715 67.393
24.717 67.391
24.718 67.387
24.723 67.385
24.725 67.382
24.724 67.371
24.726 67.368
24.732 67.365
24.736 67.358
24.741 67.356
24.742 67.352
24.746 67.35
24.752 67.351
24.763 67.349
24.768 67.355
24.77 67.365
24.776 67.374
24.776 67.381
24.771 67.393
24.771 67.398
24.774 67.41
24.769 67.427
24.771 67.434
24.773 67.434
24.776 67.443
24.776 67.453
24.773 67.456
24.77 67.456
24.764 67.461
24.757 67.462
24.755 67.466
24.754 67.468
24.759 67.471
24.762 67.469
24.769 67.46
24.773 67.459
24.775 67.463
24.777 67.464
24.78 67.461
24.782 67.449
24.782 67.444
24.774 67.428
24.773 67.424
24.779 67.409
24.778 67.4
24.776 67.397
24.777 67.391
24.783 67.381
24.783 67.375
24.778 67.365
24.78 67.35
24.779 67.345
24.772 67.335
24.771 67.33
24.773 67.325
24.776 67.325
24.783 67.299
24.79 67.275
24.79 67.262
24.784 67.249
24.785 67.246
24.789 67.245
24.792 67.246
24.794 67.245
24.797 67.24
24.802 67.238
24.804 67.235
24.805 67.226
24.807 67.224
24.812 67.223
24.814 67.22
24.814 67.214
24.811 67.21
24.802 67.203
24.798 67.195
24.791 67.192
24.79 67.189
24.785 67.186
24.783 67.183
24.783 67.178
24.782 67.176
24.781 67.174
24.78 67.169
24.791 67.163
24.793 67.16
24.794 67.155
24.792 67.149
24.784 67.138
24.784 67.134
24.78 67.129
24.779 67.122
24.782 67.118
24.797 67.109
24.798 67.105
24.795 67.103
24.787 67.104
24.778 67.102
24.78 67.099
24.791 67.093
24.792 67.091
24.787 67.091
24.78 67.088
24.774 67.09
24.769 67.099
24.765 67.101
24.76 67.1
24.757 67.097
24.757 67.093
24.773 67.061
24.775 67.057
24.781 67.05
24.805 67.027
24.808 67.022
24.817 66.992
24.817 66.986
24.815 66.982
24.81 66.98
24.811 66.976
24.817 66.972
24.826 66.975
24.831 66.974
24.829 66.97
24.826 66.968
24.824 66.966
24.823 66.963
24.825 66.963
24.841 66.965
24.845 66.969
24.851 66.979
24.855 66.983
24.858 66.983
24.859 66.978
24.856 66.975
24.855 66.971
24.851 66.969
24.852 66.964
24.858 66.961
24.861 66.958
24.861 66.954
24.857 66.938
24.855 66.919
24.852 66.913
24.849 66.912
24.845 66.912
24.839 66.919
24.837 66.923
24.838 66.934
24.837 66.936
24.836 66.939
24.826 66.958
24.809 66.968
24.795 66.982
24.792 66.979
24.828 66.925
24.831 66.92
24.841 66.896
24.855 66.87
24.857 66.862
24.856 66.852
24.85 66.835
24.845 66.829
24.836 66.822
24.834 66.819
24.835 66.811
24.836 66.804
24.839 66.789
24.836 66.773
24.837 66.768
24.844 66.756
24.844 66.751
24.839 66.734
24.832 66.729
24.832 66.716
24.823 66.693
24.821 66.683
24.821 66.675
24.821 66.672
24.825 66.658
24.829 66.651
24.833 66.652
24.84 66.658
24.851 66.66
24.876 66.684
24.877 66.69
24.882 66.695
24.879 66.703
24.88 66.712
24.892 66.722
24.894 66.721
24.893 66.716
24.895 66.712
24.895 66.709
24.891 66.698
24.891 66.69
24.893 66.687
24.909 66.678
24.924 66.675
24.931 66.677
24.935 66.679
24.946 66.697
24.95 66.7
24.972 66.699
24.975 66.699
24.993 66.694
25 66.695
25.004 66.697
25.024 66.709
25.032 66.712
25.066 66.71
25.083 66.704
25.089 66.705
25.092 66.708
25.095 66.71
25.101 66.718
25.114 66.719
25.134 66.735
25.142 66.739
25.167 66.744
25.183 66.742
25.196 66.737
25.206 66.731
25.239 66.708
25.271 66.678
25.278 66.671
25.299 66.647
25.319 66.62
25.35 66.563
25.353 66.56
25.358 66.554
25.365 66.55
25.372 66.55
25.392 66.555
25.389 66.56
25.376 66.563
25.371 66.566
25.369 66.57
25.369 66.574
25.373 66.579
25.378 66.582
25.385 66.582
25.404 66.577
25.411 66.578
25.415 66.582
25.418 66.584
25.421 66.592
25.425 66.594
25.435 66.588
25.446 66.573
25.453 66.56
25.463 66.56
25.48 66.555
25.486 66.557
25.506 66.556
25.52 66.557
25.532 66.559
25.538 66.558
25.544 66.553
25.539 66.547
25.539 66.541
25.542 66.529
25.545 66.527
25.548 66.529
25.556 66.521
25.563 66.516
25.581 66.522
25.585 66.531
25.59 66.535
25.606 66.54
25.614 66.543
25.619 66.541
25.621 66.539
25.62 66.534
25.622 66.533
25.628 66.538
25.641 66.542
25.643 66.541
25.644 66.539
25.643 66.535
25.64 66.53
25.634 66.525
25.624 66.52
25.607 66.519
25.603 66.51
25.598 66.514
25.594 66.511
25.591 66.506
25.585 66.503
25.584 66.503
25.577 66.503
25.574 66.499
25.574 66.494
25.577 66.492
25.583 66.495
25.585 66.493
25.584 66.484
25.588 66.48
25.581 66.472
25.578 66.471
25.573 66.472
25.571 66.471
25.57 66.467
25.573 66.465
25.589 66.471
25.603 66.467
25.604 66.466
25.603 66.46
25.606 66.458
25.614 66.459
25.619 66.455
25.616 66.45
25.607 66.451
25.601 66.449
25.597 66.445
25.593 66.436
25.59 66.409
25.584 66.399
25.595 66.383
25.602 66.38
25.599 66.377
25.599 66.373
25.605 66.369
25.609 66.367
25.613 66.37
25.616 66.368
25.616 66.364
25.613 66.358
25.618 66.341
25.61 66.328
25.61 66.31
25.616 66.304
25.624 66.3
25.624 66.297
25.618 66.286
25.615 66.274
25.61 66.268
25.608 66.26
25.605 66.254
25.599 66.246
25.599 66.242
25.601 66.239
25.6 66.234
25.592 66.234
25.59 66.232
25.59 66.228
25.592 66.224
25.602 66.21
25.601 66.196
25.599 66.19
25.594 66.185
25.583 66.181
25.576 66.175
25.567 66.162
25.564 66.159
25.56 66.156
25.556 66.151
25.55 66.139
25.544 66.134
25.538 66.132
25.531 66.137
25.521 66.131
25.512 66.134
25.508 66.133
25.504 66.129
25.5 66.117
25.497 66.114
25.489 66.113
25.488 66.11
25.488 66.1
25.486 66.096
25.48 66.092
25.477 66.095
25.476 66.096
25.475 66.101
25.479 66.107
25.487 66.116
25.487 66.119
25.485 66.121
25.479 66.121
25.474 66.122
25.475 66.128
25.482 66.138
25.482 66.142
25.477 66.144
25.477 66.15
25.484 66.163
25.485 66.172
25.49 66.182
25.491 66.19
25.489 66.196
25.492 66.205
25.499 66.224
25.506 66.233
25.51 66.242
25.51 66.249
25.512 66.255
25.519 66.262
25.525 66.265
25.53 66.274
25.537 66.277
25.542 66.285
25.543 66.29
25.538 66.314
25.54 66.318
25.541 66.317
25.542 66.317
25.545 66.307
25.546 66.309
25.547 66.318
25.553 66.326
25.553 66.335
25.551 66.343
25.547 66.348
25.536 66.351
25.529 66.353
25.525 66.358
25.523 66.364
25.526 66.388
25.522 66.397
25.514 66.4
25.51 66.397
25.507 66.394
25.504 66.396
25.506 66.406
25.496 66.404
25.492 66.406
25.49 66.41
25.489 66.42
25.483 66.427
25.483 66.435
25.484 66.441
25.494 66.456
25.499 66.468
25.5 66.475
25.5 66.487
25.499 66.496
25.497 66.502
25.492 66.517
25.487 66.518
25.483 66.514
25.474 66.513
25.459 66.496
25.448 66.493
25.437 66.495
25.432 66.498
25.429 66.506
25.428 66.512
25.416 66.528
25.412 66.527
25.408 66.522
25.406 66.52
25.405 66.513
25.405 66.506
25.426 66.454
25.442 66.417
25.449 66.394
25.46 66.36
25.467 66.322
25.468 66.277
25.467 66.258
25.466 66.234
25.454 66.16
25.451 66.126
25.45 66.121
25.443 66.092
25.433 66.066
25.427 66.039
25.427 66.034
25.429 66.032
25.435 66.032
25.443 66.027
25.444 66.024
25.434 66.024
25.441 66.011
25.437 66.009
25.434 66.01
25.426 66.019
25.423 66.018
25.421 66.014
25.421 65.996
25.413 65.955
25.415 65.942
25.414 65.94
25.412 65.927
25.413 65.904
25.42 65.859
25.419 65.839
25.414 65.816
25.406 65.806
25.396 65.792
25.394 65.785
25.386 65.777
25.383 65.773
25.381 65.764
25.38 65.741
25.372 65.72
25.362 65.698
25.362 65.681
25.362 65.666
25.351 65.641
25.349 65.636
25.352 65.624
25.353 65.611
25.368 65.548
25.372 65.529
25.37 65.522
25.37 65.518
25.372 65.517
25.378 65.526
25.383 65.532
25.395 65.536
25.407 65.538
25.42 65.544
25.42 65.54
25.387 65.52
25.381 65.514
25.378 65.51
25.376 65.506
25.375 65.489
25.381 65.465
25.381 65.457
25.383 65.452
25.381 65.444
25.383 65.438
25.382 65.406
25.389 65.375
25.39 65.371
25.389 65.362
25.381 65.344
25.381 65.338
25.385 65.331
25.385 65.319
25.387 65.317
25.397 65.319
25.385 65.31
25.386 65.299
25.384 65.287
25.385 65.269
25.382 65.255
25.379 65.251
25.374 65.249
25.346 65.24
25.34 65.233
25.334 65.229
25.329 65.228
25.328 65.228
25.321 65.23
25.317 65.226
25.316 65.219
25.313 65.214
25.314 65.208
25.317 65.202
25.31 65.196
25.31 65.19
25.312 65.183
25.311 65.176
25.306 65.156
25.307 65.144
25.31 65.133
25.31 65.122
25.309 65.118
25.311 65.115
25.316 65.114
25.313 65.109
25.319 65.106
25.318 65.102
25.32 65.101
25.318 65.097
25.309 65.097
25.313 65.085
25.315 65.044
25.323 65.003
25.322 65
25.325 64.995
25.324 64.98
25.321 64.966
25.323 64.951
25.326 64.903
25.325 64.895
25.318 64.857
25.319 64.827
25.322 64.815
25.33 64.798
25.345 64.785
25.348 64.781
25.346 64.777
25.339 64.78
25.338 64.78
25.324 64.793
25.322 64.788
25.321 64.75
25.317 64.726
25.308 64.702
25.296 64.681
25.291 64.672
25.282 64.66
25.273 64.652
25.259 64.644
25.226 64.635
25.212 64.637
25.206 64.64
25.198 64.648
25.195 64.658
25.195 64.659
25.193 64.694
25.191 64.699
25.187 64.7
25.181 64.698
25.179 64.697
25.174 64.693
25.166 64.678
25.16 64.662
25.155 64.621
25.155 64.617
25.155 64.6
25.159 64.585
25.161 64.583
25.174 64.58
25.179 64.582
25.181 64.583
25.184 64.596
25.189 64.605
25.196 64.609
25.206 64.612
25.217 64.611
25.23 64.605
25.233 64.602
25.253 64.576
25.27 64.544
25.274 64.529
25.27 64.498
25.266 64.487
25.261 64.481
25.247 64.472
25.243 64.465
25.241 64.458
25.238 64.406
25.24 64.4
25.253 64.388
25.261 64.377
25.267 64.363
25.277 64.34
25.303 64.267
25.307 64.24
25.309 64.238
25.312 64.239
25.313 64.24
25.327 64.251
25.332 64.246
25.322 64.238
25.319 64.232
25.318 64.223
25.329 64.164
25.33 64.142
25.33 64.139
25.327 64.092
25.329 64.084
25.333 64.083
25.347 64.09
25.362 64.09
25.366 64.092
25.367 64.094
25.362 64.11
25.362 64.115
25.365 64.117
25.368 64.116
25.371 64.112
25.392 64.084
25.395 64.081
25.398 64.081
25.401 64.084
25.401 64.103
25.403 64.109
25.413 64.123
25.414 64.128
25.411 64.142
25.415 64.143
25.427 64.137
25.432 64.138
25.434 64.141
25.438 64.146
25.446 64.166
25.448 64.167
25.453 64.165
25.456 64.161
25.456 64.156
25.441 64.13
25.439 64.124
25.452 64.12
25.454 64.117
25.445 64.083
25.444 64.079
25.445 64.064
25.442 64.059
25.432 64.051
25.431 64.047
25.434 64.04
25.438 64.035
25.453 64.041
25.459 64.039
25.463 64.034
25.465 64.029
25.46 64.028
25.449 64.031
25.444 64.029
25.441 64.025
25.436 64.011
25.43 63.993
25.426 63.992
25.424 63.992
25.422 63.996
25.422 64.001
25.426 64.017
25.425 64.02
25.423 64.02
25.415 64.011
25.407 64.006
25.409 64.001
25.42 63.987
25.423 63.982
25.423 63.974
25.421 63.971
25.407 63.967
25.406 63.968
25.405 63.968
25.404 63.97
25.413 63.981
25.413 63.985
25.41 63.991
25.406 63.994
25.388 63.996
25.385 63.999
25.384 64.004
25.386 64.008
25.392 64.012
25.407 64.018
25.409 64.021
25.41 64.028
25.406 64.036
25.402 64.042
25.388 64.052
25.387 64.053
25.371 64.06
25.363 64.072
25.359 64.073
25.342 64.062
25.33 64.067
25.328 64.064
25.336 64.034
25.338 64.018
25.338 64.006
25.336 63.946
25.337 63.93
25.341 63.915
25.349 63.869
25.355 63.843
25.372 63.794
25.375 63.765
25.379 63.758
25.379 63.735
25.379 63.719
25.383 63.675
25.376 63.644
25.371 63.606
25.368 63.599
25.356 63.569
25.35 63.545
25.346 63.536
25.317 63.498
25.31 63.494
25.298 63.49
25.294 63.489
25.286 63.484
25.284 63.481
25.287 63.473
25.298 63.462
25.295 63.456
25.289 63.452
25.277 63.462
25.266 63.475
25.259 63.48
25.253 63.482
25.239 63.484
25.237 63.486
25.231 63.495
25.226 63.504
25.223 63.505
25.216 63.496
25.211 63.497
25.206 63.501
25.204 63.501
25.2 63.498
25.198 63.493
25.198 63.482
25.212 63.421
25.215 63.408
25.223 63.366
25.229 63.28
25.231 63.271
25.237 63.236
25.252 63.176
25.258 63.139
25.258 63.135
25.257 63.111
25.253 63.1
25.233 63.075
25.229 63.065
25.22 63.027
25.212 63.01
25.211 63.007
25.211 62.994
25.221 62.953
25.237 62.875
25.246 62.831
25.25 62.755
25.254 62.738
25.257 62.722
25.26 62.695
25.261 62.658
25.262 62.6
25.262 62.595
25.253 62.494
25.245 62.474
25.239 62.466
25.236 62.464
25.23 62.46
25.225 62.463
25.221 62.472
25.218 62.476
25.216 62.477
25.213 62.471
25.21 62.431
25.205 62.412
25.193 62.386
25.189 62.38
25.178 62.364
25.17 62.356
25.153 62.345
25.139 62.339
25.126 62.337
25.113 62.339
25.106 62.346
25.106 62.357
25.109 62.375
25.108 62.384
25.105 62.389
25.103 62.39
25.1 62.387
25.096 62.377
25.09 62.34
25.091 62.32
25.098 62.274
25.098 62.273
25.1 62.269
25.103 62.268
25.106 62.271
25.111 62.281
25.114 62.31
25.117 62.317
25.121 62.32
25.135 62.322
25.148 62.322
25.169 62.315
25.175 62.311
25.183 62.304
25.186 62.301
25.194 62.288
25.205 62.265
25.208 62.254
25.215 62.217
25.215 62.203
25.212 62.174
25.211 62.167
25.208 62.148
25.199 62.117
25.188 62.085
25.178 62.074
25.169 62.069
25.155 62.067
25.152 62.068
25.146 62.07
25.134 62.087
25.129 62.089
25.117 62.089
25.104 62.105
25.099 62.104
25.096 62.098
25.098 62.087
25.104 62.065
25.106 62.046
25.106 62.043
25.11 61.985
25.106 61.904
25.106 61.901
25.103 61.875
25.1 61.865
25.096 61.859
25.093 61.859
25.087 61.86
25.083 61.864
25.078 61.864
25.06 61.85
25.053 61.847
25.043 61.845
25.041 61.841
25.039 61.831
25.039 61.819
25.039 61.798
25.033 61.774
25.033 61.764
25.035 61.749
25.037 61.739
25.044 61.728
25.049 61.725
25.054 61.724
25.061 61.727
25.071 61.736
25.078 61.738
25.079 61.738
25.085 61.737
25.09 61.74
25.094 61.744
25.095 61.754
25.098 61.758
25.103 61.758
25.121 61.754
25.129 61.747
25.132 61.748
25.134 61.751
25.125 61.764
25.124 61.769
25.126 61.774
25.132 61.778
25.142 61.783
25.154 61.785
25.157 61.785
25.19 61.781
25.193 61.779
25.194 61.774
25.187 61.764
25.169 61.752
25.17 61.747
25.179 61.742
25.183 61.738
25.183 61.731
25.179 61.722
25.189 61.714
25.189 61.713
25.188 61.705
25.197 61.699
25.204 61.698
25.205 61.69
25.201 61.688
25.197 61.681
25.187 61.659
25.187 61.654
25.199 61.644
25.202 61.64
25.203 61.634
25.2 61.624
25.195 61.61
25.245 61.629
25.257 61.636
25.274 61.645
25.297 61.656
25.333 61.664
25.378 61.667
25.422 61.67
25.504 61.667
25.512 61.667
25.63 61.678
25.654 61.681
25.663 61.689
25.672 61.704
25.686 61.707
25.704 61.705
25.718 61.69
25.74 61.69
25.759 61.691
25.799 61.689
25.796 61.718
25.798 61.749
25.801 61.763
25.802 61.769
25.818 61.78
25.851 61.782
25.871 61.78
25.886 61.783
25.919 61.79
25.926 61.791
25.994 61.802
26.043 61.81
26.168 61.833
26.171 61.833
26.228 61.848
26.247 61.871
26.26 61.907
26.26 61.909
26.269 61.958
26.28 61.987
26.305 62.038
26.315 62.061
26.314 62.107
26.317 62.121
26.33 62.128
26.364 62.128
26.38 62.128
26.39 62.132
26.389 62.145
26.369 62.2
26.366 62.233
26.365 62.238
26.358 62.264
26.358 62.283
26.371 62.292
26.387 62.291
26.413 62.265
26.432 62.265
26.446 62.256
26.449 62.258
26.446 62.27
26.447 62.283
26.455 62.29
26.468 62.302
26.477 62.309
26.485 62.305
26.494 62.297
26.499 62.296
26.514 62.299
26.524 62.306
26.529 62.315
26.529 62.334
26.531 62.343
26.536 62.353
26.54 62.361
26.538 62.397
26.539 62.404
26.544 62.411
26.568 62.435
26.57 62.441
26.568 62.463
26.57 62.478
26.581 62.512
26.578 62.53
26.583 62.582
26.585 62.608
26.599 62.638
26.609 62.648
26.617 62.661
26.613 62.685
26.613 62.697
26.617 62.71
26.62 62.721
26.624 62.726
26.634 62.732
26.639 62.737
26.648 62.761
26.652 62.779
26.652 62.803
26.652 62.814
26.652 62.822
26.648 62.84
26.646 62.919
26.653 62.947
26.653 62.953
26.653 62.986
26.652 63.002
26.638 63.051
26.644 63.09
26.645 63.128
26.645 63.157
26.644 63.162
26.647 63.169
26.67 63.173
26.731 63.197
26.738 63.2
26.768 63.203
26.843 63.192
26.849 63.203
26.85 63.205
26.865 63.276
26.875 63.281
26.889 63.276
26.921 63.261
26.929 63.257
27.046 63.256
27.083 63.256
27.102 63.273
27.116 63.29
27.122 63.303
27.129 63.313
27.139 63.317
27.148 63.313
27.179 63.299
27.192 63.28
27.227 63.211
27.241 63.184
27.234 63.116
27.234 63.075
27.233 63.059
27.195 62.977
27.192 62.952
27.193 62.944
27.199 62.909
27.211 62.892
27.217 62.878
27.213 62.844
27.212 62.821
27.216 62.811
27.222 62.798
27.234 62.783
27.251 62.781
27.286 62.823
27.305 62.833
27.311 62.831
27.319 62.828
27.34 62.807
27.425 62.84
27.465 62.855
27.543 62.852
27.549 62.851
27.647 62.839
27.674 62.836
27.735 62.83
27.8 62.821
27.805 62.82
27.852 62.808
27.914 62.797
27.924 62.796
27.978 62.79
28.015 62.772
28.032 62.768
28.046 62.771
28.103 62.781
28.171 62.791
28.209 62.797
28.277 62.792
28.281 62.787
28.279 62.772
28.259 62.631
28.258 62.62
28.255 62.592
28.279 62.573
28.31 62.542
28.322 62.516
28.325 62.512
28.331 62.503
28.376 62.472
28.407 62.44
28.418 62.418
28.418 62.417
28.438 62.373
28.441 62.35
28.463 62.296
28.465 62.287
28.466 62.269
28.466 62.24
28.479 62.202
28.488 62.171
28.49 62.152
28.489 62.149
28.485 62.116
28.508 62.043
28.527 62.018
28.529 62.016
28.541 61.993
28.549 61.958
28.574 61.909
28.584 61.892
28.597 61.87
28.633 61.823
28.64 61.804
28.656 61.796
28.666 61.788
28.68 61.778
28.738 61.721
28.761 61.694
28.771 61.681
28.795 61.666
28.822 61.64
28.856 61.62
28.864 61.613
28.914 61.574
28.942 61.563
28.963 61.547
28.971 61.539
29.008 61.504
29.019 61.503
29.048 61.506
29.056 61.503
29.078 61.481
29.081 61.479
29.103 61.478
29.114 61.471
29.122 61.459
29.128 61.444
29.136 61.416
29.141 61.413
29.156 61.415
29.169 61.42
29.194 61.429
29.201 61.422
29.209 61.399
29.214 61.391
29.221 61.383
29.269 61.364
29.283 61.358
29.316 61.373
29.335 61.377
29.349 61.373
29.376 61.337
29.396 61.311
29.465 61.235
29.502 61.193
29.559 61.139
29.573 61.126
29.66 61.052
29.761 60.965
29.862 60.879
29.852 60.912
29.81 61.049
29.769 61.185
29.727 61.322
29.685 61.458
29.644 61.595
29.626 61.653
29.603 61.731
29.563 61.868
29.523 62.005
29.482 62.142
29.442 62.278
29.401 62.415
29.389 62.456
29.399 62.556
29.413 62.699
29.427 62.843
29.441 62.986
29.454 63.129
29.468 63.273
29.476 63.365
29.48 63.416
29.489 63.56
29.49 63.591
29.482 63.632
29.479 63.645
29.46 63.774
29.439 63.911
29.438 63.916
29.418 64.032
29.413 64.045
29.405 64.053
29.392 64.068
29.383 64.087
29.377 64.105
29.382 64.12
29.392 64.131
29.434 64.147
29.45 64.152
29.46 64.171
29.494 64.208
29.502 64.237
29.513 64.252
29.524 64.267
29.528 64.279
29.53 64.315
29.545 64.353
29.549 64.37
29.545 64.386
29.544 64.391
29.545 64.412
29.551 64.428
29.564 64.455
29.572 64.488
29.575 64.523
29.576 64.532
29.581 64.632
29.578 64.667
29.571 64.762
29.565 64.811
29.564 64.822
29.554 64.955
29.554 64.956
29.537 65
29.534 65.029
29.535 65.054
29.536 65.067
29.543 65.097
29.57 65.195
29.581 65.24
29.587 65.262
29.592 65.276
29.593 65.286
29.616 65.37
29.626 65.406
29.631 65.423
29.636 65.441
29.655 65.516
29.656 65.523
29.66 65.535
29.669 65.572
29.681 65.611
29.687 65.636
29.692 65.659
29.703 65.698
29.711 65.731
29.713 65.737
29.724 65.781
29.738 65.834
29.744 65.853
29.75 65.875
29.754 65.888
29.76 65.916
29.767 65.938
29.784 66.003
29.792 66.036
29.802 66.072
29.814 66.117
29.825 66.156
29.828 66.165
29.833 66.184
29.839 66.202
29.847 66.231
29.851 66.246
29.856 66.254
29.875 66.27
29.891 66.289
29.908 66.312
29.911 66.313
29.913 66.319
29.925 66.33
29.95 66.346
29.958 66.357
29.968 66.362
29.972 66.362
29.974 66.359
30 66.322
30.013 66.304
30.016 66.3
30.022 66.289
30.044 66.259
30.055 66.242
30.066 66.238
30.084 66.238
30.111 66.257
30.129 66.26
30.141 66.269
30.159 66.284
30.164 66.286
30.171 66.288
30.187 66.287
30.202 66.293
30.218 66.301
30.228 66.31
30.243 66.317
30.279 66.32
30.306 66.327
30.317 66.332
30.337 66.335
30.35 66.337
30.355 66.334
30.373 66.333
30.383 66.335
30.393 66.338
30.412 66.351
30.422 66.354
30.427 66.354
30.434 66.35
30.447 66.339
30.456 66.337
30.479 66.34
30.49 66.328
30.493 66.326
30.501 66.31
30.502 66.305
30.509 66.298
30.538 66.292
30.557 66.283
30.563 66.281
30.569 66.281
30.596 66.289
30.61 66.293
30.627 66.299
30.688 66.316
30.705 66.322
30.737 66.331
30.741 66.333
30.773 66.341
30.844 66.362
30.882 66.372
30.915 66.381
30.922 66.384
30.934 66.387
30.941 66.391
30.945 66.401
30.956 66.446
30.962 66.482
30.964 66.484
30.966 66.507
30.968 66.519
30.97 66.534
30.978 66.563
30.988 66.58
31.02 66.618
31.042 66.639
31.06 66.66
31.063 66.664
31.067 66.667
31.075 66.683
31.093 66.684
31.101 66.688
31.115 66.686
31.132 66.697
31.151 66.704
31.161 66.709
31.183 66.713
31.203 66.718
31.206 66.72
31.213 66.731
31.21 66.758
31.21 66.776
31.213 66.793
31.219 66.802
31.224 66.806
31.226 66.808
31.248 66.822
31.264 66.835
31.279 66.857
31.283 66.867
31.296 66.902
31.306 66.934
31.31 66.952
31.311 66.958
31.313 66.969
31.313 66.986
31.311 67.019
31.309 67.035
31.304 67.044
31.292 67.05
31.286 67.051
31.275 67.048
31.269 67.04
31.261 67.025
31.255 67.022
31.247 67.026
31.24 67.031
31.235 67.04
31.234 67.05
31.231 67.056
31.23 67.069
31.232 67.094
31.239 67.11
31.241 67.118
31.243 67.166
31.24 67.171
31.225 67.183
31.221 67.196
31.219 67.227
31.215 67.246
31.207 67.262
31.206 67.272
31.213 67.292
31.212 67.305
31.215 67.315
31.214 67.327
31.22 67.345
31.219 67.366
31.217 67.391
31.22 67.406
31.228 67.431
31.233 67.444
31.238 67.464
31.242 67.491
31.25 67.51
31.26 67.531
31.264 67.539
31.271 67.571
31.273 67.575
31.274 67.591
31.273 67.603
31.275 67.612
31.276 67.62
31.292 67.658
31.307 67.683
31.314 67.692
31.315 67.695
31.32 67.707
31.323 67.718
31.323 67.731
31.325 67.738
31.326 67.756
31.328 67.763
31.333 67.774
31.344 67.785
31.357 67.79
31.375 67.786
31.391 67.778
31.4 67.771
31.403 67.764
31.407 67.76
31.414 67.75
31.415 67.741
31.412 67.726
31.404 67.689
31.397 67.66
31.397 67.644
31.401 67.634
31.413 67.628
31.415 67.623
31.419 67.605
31.427 67.598
31.434 67.595
31.454 67.599
31.46 67.599
31.471 67.595
31.48 67.591
31.505 67.576
31.522 67.555
31.529 67.554
31.532 67.559
31.535 67.57
31.534 67.585
31.531 67.61
31.531 67.622
31.53 67.628
31.528 67.636
31.518 67.648
31.519 67.654
31.521 67.662
31.521 67.678
31.519 67.7
31.521 67.713
31.525 67.726
31.534 67.742
31.557 67.767
31.566 67.778
31.572 67.79
31.582 67.804
31.596 67.815
31.617 67.843
31.629 67.869
31.63 67.874
31.629 67.887
31.626 67.894
31.626 67.904
31.63 67.917
31.632 67.925
31.633 67.95
31.64 67.97
31.649 67.988
31.674 68.023
31.679 68.031
31.686 68.047
31.693 68.058
31.699 68.064
31.71 68.068
31.716 68.067
31.729 68.084
31.736 68.091
31.748 68.101
31.759 68.117
31.798 68.14
31.801 68.144
31.817 68.154
31.831 68.165
31.834 68.169
31.828 68.171
31.822 68.172
31.814 68.177
31.806 68.241
31.802 68.259
31.785 68.251
31.782 68.254
31.76 68.278
31.757 68.287
31.757 68.321
31.758 68.372
31.757 68.41
31.756 68.42
31.757 68.422
31.755 68.423
31.747 68.436
31.743 68.445
31.742 68.453
31.741 68.457
31.739 68.479
31.74 68.49
31.738 68.501
31.734 68.51
31.714 68.537
31.714 68.556
31.72 68.564
31.735 68.575
31.75 68.582
31.752 68.576
31.753 68.564
31.755 68.539
31.754 68.498
31.75 68.479
31.748 68.464
31.752 68.458
31.758 68.448
31.763 68.433
31.765 68.437
31.771 68.451
31.774 68.466
31.781 68.478
31.801 68.521
31.811 68.538
31.82 68.555
31.828 68.57
31.826 68.576
31.821 68.582
31.778 68.632
31.776 68.64
31.773 68.678
31.774 68.682
31.771 68.698
31.77 68.702
31.751 68.709
31.716 68.716
31.702 68.714
31.697 68.717
31.679 68.743
31.67 68.752
31.661 68.774
31.655 68.778
31.635 68.783
31.619 68.798
31.61 68.805
31.61 68.812
31.605 68.822
31.606 68.832
31.599 68.842
31.597 68.848
31.598 68.859
31.602 68.872
31.601 68.901
31.605 68.917
31.613 68.928
31.621 68.934
31.642 68.944
31.646 68.949
31.64 68.962
31.636 68.969
31.636 68.978
31.628 68.986
31.627 68.993
31.628 69.001
31.625 69.011
31.627 69.021
31.642 69.024
31.65 69.031
31.66 69.047
31.667 69.066
31.681 69.081
31.693 69.096
31.694 69.096
31.7 69.11
31.703 69.118
31.71 69.121
31.72 69.12
31.724 69.127
31.736 69.132
31.748 69.135
31.759 69.149
31.784 69.156
31.8 69.175
31.809 69.181
31.823 69.186
31.83 69.192
