segment Vietnam
21.393 107.674
21.382 107.679
21.38 107.678
21.377 107.672
21.374 107.67
21.371 107.671
21.368 107.666
21.373 107.653
21.378 107.656
21.38 107.656
21.376 107.649
21.38 107.646
21.387 107.641
21.382 107.641
21.371 107.644
21.36 107.65
21.358 107.65
21.358 107.639
21.356 107.637
21.352 107.637
21.347 107.638
21.345 107.64
21.343 107.647
21.341 107.648
21.339 107.641
21.339 107.637
21.341 107.634
21.331 107.632
21.329 107.629
21.322 107.631
21.322 107.627
21.326 107.623
21.333 107.623
21.334 107.621
21.331 107.618
21.325 107.617
21.321 107.616
21.314 107.606
21.31 107.605
21.298 107.61
21.296 107.609
21.289 107.587
21.29 107.583
21.294 107.581
21.291 107.578
21.293 107.573
21.284 107.575
21.284 107.572
21.29 107.564
21.298 107.559
21.321 107.551
21.326 107.545
21.336 107.539
21.337 107.533
21.335 107.533
21.314 107.547
21.312 107.546
21.312 107.541
21.32 107.537
21.322 107.533
21.313 107.535
21.31 107.533
21.315 107.527
21.313 107.525
21.309 107.527
21.306 107.531
21.306 107.541
21.304 107.548
21.297 107.553
21.294 107.553
21.297 107.545
21.294 107.543
21.289 107.55
21.289 107.54
21.295 107.533
21.292 107.529
21.292 107.524
21.297 107.521
21.308 107.52
21.307 107.52
21.303 107.517
21.304 107.513
21.297 107.515
21.298 107.506
21.295 107.505
21.293 107.508
21.292 107.506
21.292 107.502
21.301 107.486
21.299 107.485
21.29 107.495
21.289 107.493
21.29 107.489
21.299 107.475
21.307 107.47
21.314 107.469
21.312 107.465
21.306 107.463
21.299 107.468
21.298 107.469
21.296 107.468
21.296 107.456
21.306 107.44
21.304 107.438
21.3 107.442
21.298 107.441
21.292 107.446
21.289 107.453
21.285 107.456
21.282 107.455
21.281 107.452
21.281 107.446
21.278 107.441
21.277 107.436
21.278 107.432
21.285 107.422
21.282 107.421
21.276 107.428
21.273 107.429
21.268 107.426
21.267 107.422
21.277 107.416
21.279 107.411
21.279 107.402
21.277 107.396
21.271 107.385
21.27 107.383
21.26 107.373
21.261 107.378
21.265 107.386
21.263 107.388
21.257 107.38
21.253 107.379
21.249 107.38
21.254 107.387
21.249 107.387
21.242 107.383
21.226 107.373
21.224 107.37
21.223 107.364
21.22 107.363
21.219 107.372
21.217 107.373
21.211 107.37
21.207 107.37
21.201 107.366
21.196 107.369
21.189 107.368
21.182 107.372
21.18 107.375
21.181 107.381
21.178 107.383
21.177 107.392
21.18 107.399
21.177 107.4
21.164 107.392
21.153 107.389
21.14 107.392
21.137 107.392
21.123 107.39
21.121 107.388
21.12 107.385
21.122 107.382
21.12 107.381
21.114 107.387
21.107 107.385
21.099 107.376
21.1 107.375
21.105 107.375
21.104 107.37
21.107 107.362
21.108 107.359
21.106 107.358
21.104 107.359
21.101 107.369
21.087 107.379
21.085 107.372
21.087 107.369
21.085 107.368
21.082 107.369
21.082 107.368
21.079 107.364
21.078 107.354
21.073 107.349
21.07 107.351
21.068 107.351
21.068 107.355
21.07 107.356
21.074 107.354
21.075 107.356
21.074 107.364
21.069 107.369
21.066 107.369
21.062 107.368
21.056 107.372
21.052 107.369
21.047 107.368
21.043 107.365
21.038 107.372
21.029 107.379
21.027 107.374
21.009 107.362
21.006 107.356
21.002 107.343
21.004 107.32
21.004 107.31
21.005 107.305
21.003 107.296
21.001 107.256
20.998 107.247
20.999 107.242
20.994 107.232
20.996 107.226
20.992 107.218
20.989 107.216
20.987 107.216
20.988 107.224
20.988 107.23
20.987 107.232
20.982 107.23
20.971 107.22
20.966 107.209
20.952 107.202
20.949 107.196
20.944 107.196
20.941 107.192
20.937 107.199
20.938 107.187
20.935 107.183
20.938 107.178
20.939 107.178
20.931 107.169
20.929 107.163
20.927 107.16
20.936 107.157
20.94 107.157
20.943 107.153
20.944 107.148
20.942 107.141
20.946 107.14
20.941 107.128
20.941 107.122
20.953 107.102
20.952 107.099
20.955 107.097
20.948 107.083
20.948 107.08
20.951 107.075
20.952 107.075
20.956 107.073
20.958 107.074
20.966 107.083
20.976 107.085
20.98 107.091
20.996 107.1
21.007 107.113
21.01 107.112
21.017 107.127
21.015 107.134
21.016 107.139
21.023 107.152
21.034 107.157
21.034 107.151
21.032 107.146
21.033 107.139
21.03 107.133
21.022 107.127
21.02 107.117
21.021 107.111
21.012 107.102
21.013 107.099
21.003 107.094
20.997 107.088
20.997 107.086
21.009 107.089
21.019 107.086
21.025 107.086
21.025 107.084
21.015 107.083
21.007 107.081
21.001 107.078
21 107.077
21.001 107.073
20.997 107.067
21 107.064
21.03 107.066
21.027 107.062
21.02 107.06
21.012 107.061
21.005 107.056
20.992 107.052
20.994 107.049
20.995 107.048
21.013 107.048
21.01 107.04
21.012 107.035
21.006 107.036
20.996 107.043
20.985 107.047
20.995 107.034
21.003 107.029
20.996 107.026
20.996 107.017
21.011 107.007
21.013 107.004
21.011 107.002
21.004 107.007
21 107.006
21 107.001
20.995 107.002
20.992 107.006
20.99 107.023
20.987 107.026
20.978 107.021
20.966 107.018
20.961 107.015
20.96 106.995
20.953 106.975
20.953 106.964
20.953 106.941
20.958 106.931
20.968 106.923
20.969 106.918
20.972 106.915
20.97 106.91
20.972 106.898
20.978 106.896
20.978 106.893
20.981 106.892
20.992 106.896
21.001 106.895
21.007 106.889
20.994 106.89
20.99 106.889
20.989 106.887
20.998 106.876
20.998 106.872
20.997 106.872
20.989 106.876
20.984 106.881
20.983 106.882
20.983 106.877
20.986 106.874
20.983 106.871
20.981 106.866
20.978 106.866
20.976 106.872
20.97 106.878
20.965 106.867
20.963 106.869
20.965 106.881
20.965 106.892
20.962 106.893
20.961 106.889
20.956 106.889
20.956 106.885
20.952 106.882
20.954 106.879
20.95 106.878
20.944 106.88
20.94 106.883
20.938 106.881
20.939 106.868
20.942 106.862
20.94 106.861
20.936 106.865
20.934 106.872
20.935 106.883
20.925 106.884
20.913 106.892
20.908 106.891
20.904 106.892
20.904 106.89
20.908 106.887
20.91 106.886
20.909 106.884
20.903 106.885
20.894 106.883
20.895 106.88
20.898 106.877
20.919 106.877
20.918 106.875
20.91 106.874
20.906 106.87
20.905 106.863
20.906 106.859
20.912 106.86
20.914 106.856
20.917 106.851
20.914 106.843
20.915 106.84
20.918 106.838
20.921 106.838
20.923 106.843
20.933 106.836
20.931 106.831
20.937 106.829
20.937 106.827
20.929 106.825
20.927 106.823
20.937 106.801
20.936 106.784
20.942 106.779
20.948 106.778
20.955 106.78
20.958 106.779
20.97 106.777
20.973 106.778
20.973 106.781
20.961 106.788
20.958 106.791
20.958 106.796
20.963 106.803
20.961 106.81
20.961 106.816
20.96 106.818
20.968 106.825
20.968 106.828
20.965 106.831
20.972 106.835
20.972 106.841
20.974 106.842
20.976 106.841
20.976 106.836
20.982 106.822
20.982 106.82
20.987 106.814
20.993 106.808
21 106.805
21.003 106.806
21.007 106.811
21.009 106.804
21.011 106.803
21.014 106.805
21.016 106.81
21.018 106.808
21.021 106.802
21.027 106.793
21.028 106.789
21.022 106.788
21.015 106.793
21.008 106.787
21.008 106.781
21.006 106.78
21.002 106.782
21.001 106.778
20.994 106.776
20.99 106.772
20.991 106.767
21 106.773
21.007 106.775
21.011 106.772
21.008 106.77
21.007 106.767
21 106.767
20.997 106.766
21.008 106.758
21.017 106.756
21.022 106.759
21.027 106.757
21.018 106.749
21.011 106.751
21.011 106.746
21.013 106.744
21.026 106.744
21.032 106.734
21.029 106.732
21.025 106.731
21.024 106.724
21.019 106.721
21.02 106.715
21.024 106.713
21.029 106.714
21.028 106.712
21.026 106.71
21.025 106.707
21.017 106.707
21.022 106.701
21.037 106.698
21.04 106.696
21.04 106.691
21.034 106.691
21.032 106.688
21.03 106.693
21.027 106.696
21.026 106.694
21.024 106.687
21.024 106.682
21.032 106.672
21.04 106.669
21.041 106.666
21.038 106.665
21.032 106.668
21.03 106.667
21.028 106.664
21.028 106.66
21.033 106.657
21.032 106.655
21.024 106.658
21.025 106.655
21.041 106.641
21.039 106.639
21.031 106.643
21.025 106.65
21.023 106.648
21.022 106.645
21.017 106.645
21.015 106.641
21.012 106.644
21.017 106.653
21.017 106.657
21.015 106.663
21.012 106.671
21.006 106.675
21.006 106.671
21.012 106.659
21.01 106.658
20.999 106.672
20.994 106.674
20.992 106.678
20.984 106.682
20.986 106.686
20.985 106.695
20.977 106.702
20.973 106.707
20.971 106.72
20.972 106.723
20.969 106.734
20.983 106.721
20.986 106.721
20.987 106.725
20.996 106.728
20.998 106.731
20.998 106.736
20.995 106.749
20.98 106.763
20.978 106.763
20.974 106.761
20.97 106.764
20.963 106.765
20.954 106.764
20.95 106.761
20.951 106.752
20.951 106.737
20.956 106.721
20.955 106.711
20.955 106.704
20.951 106.701
20.953 106.717
20.947 106.736
20.947 106.756
20.944 106.765
20.94 106.767
20.923 106.764
20.91 106.761
20.902 106.758
20.894 106.749
20.887 106.747
20.885 106.743
20.879 106.741
20.89 106.736
20.896 106.737
20.903 106.736
20.904 106.734
20.898 106.734
20.89 106.73
20.897 106.727
20.896 106.722
20.891 106.716
20.891 106.712
20.9 106.707
20.897 106.705
20.889 106.707
20.887 106.699
20.885 106.699
20.885 106.704
20.883 106.707
20.878 106.699
20.874 106.701
20.873 106.712
20.862 106.726
20.855 106.741
20.848 106.75
20.83 106.752
20.821 106.755
20.816 106.76
20.795 106.749
20.791 106.745
20.789 106.737
20.79 106.737
20.797 106.732
20.801 106.726
20.803 106.716
20.8 106.718
20.797 106.727
20.792 106.731
20.781 106.733
20.774 106.746
20.768 106.747
20.762 106.752
20.758 106.75
20.753 106.755
20.742 106.76
20.747 106.774
20.748 106.78
20.745 106.784
20.725 106.79
20.725 106.791
20.723 106.793
20.722 106.798
20.723 106.802
20.719 106.803
20.714 106.801
20.707 106.796
20.702 106.794
20.698 106.795
20.698 106.799
20.696 106.801
20.693 106.798
20.69 106.797
20.686 106.799
20.676 106.811
20.674 106.809
20.673 106.805
20.678 106.803
20.685 106.794
20.692 106.793
20.694 106.789
20.701 106.786
20.701 106.78
20.703 106.776
20.704 106.775
20.712 106.769
20.711 106.764
20.705 106.747
20.689 106.726
20.685 106.719
20.684 106.712
20.685 106.707
20.689 106.7
20.704 106.681
20.702 106.679
20.7 106.671
20.697 106.667
20.691 106.67
20.694 106.685
20.674 106.7
20.671 106.704
20.668 106.708
20.656 106.7
20.651 106.694
20.638 106.668
20.639 106.664
20.639 106.662
20.637 106.658
20.63 106.651
20.629 106.646
20.634 106.641
20.632 106.637
20.636 106.632
20.634 106.626
20.634 106.618
20.636 106.614
20.642 106.608
20.657 106.601
20.664 106.596
20.678 106.575
20.681 106.568
20.682 106.561
20.678 106.559
20.679 106.566
20.669 106.581
20.654 106.597
20.641 106.602
20.633 106.606
20.629 106.611
20.626 106.618
20.625 106.623
20.627 106.628
20.626 106.63
20.624 106.631
20.606 106.627
20.602 106.629
20.597 106.627
20.589 106.619
20.588 106.616
20.59 106.608
20.589 106.607
20.585 106.6
20.576 106.591
20.57 106.588
20.566 106.591
20.557 106.57
20.541 106.549
20.54 106.543
20.548 106.529
20.544 106.521
20.548 106.511
20.547 106.506
20.544 106.506
20.544 106.514
20.536 106.522
20.536 106.527
20.54 106.531
20.535 106.537
20.541 106.557
20.544 106.563
20.551 106.569
20.554 106.578
20.511 106.57
20.508 106.572
20.506 106.573
20.505 106.58
20.495 106.585
20.478 106.587
20.476 106.586
20.479 106.583
20.475 106.573
20.475 106.566
20.47 106.561
20.462 106.569
20.46 106.58
20.457 106.586
20.452 106.591
20.439 106.597
20.43 106.595
20.428 106.591
20.428 106.588
20.426 106.587
20.423 106.594
20.421 106.595
20.408 106.59
20.375 106.58
20.372 106.58
20.371 106.577
20.372 106.574
20.383 106.57
20.383 106.567
20.375 106.566
20.362 106.572
20.361 106.576
20.363 106.579
20.362 106.581
20.358 106.582
20.283 106.571
20.28 106.569
20.281 106.567
20.289 106.563
20.295 106.56
20.301 106.555
20.304 106.542
20.3 106.539
20.295 106.546
20.287 106.553
20.283 106.555
20.278 106.554
20.278 106.556
20.282 106.559
20.278 106.56
20.269 106.557
20.266 106.553
20.268 106.549
20.255 106.538
20.261 106.537
20.261 106.535
20.252 106.531
20.244 106.524
20.241 106.524
20.236 106.517
20.233 106.51
20.233 106.506
20.232 106.505
20.226 106.499
20.219 106.497
20.217 106.495
20.217 106.49
20.212 106.483
20.211 106.467
20.21 106.464
20.206 106.467
20.203 106.438
20.203 106.409
20.204 106.405
20.208 106.401
20.216 106.407
20.223 106.411
20.224 106.418
20.227 106.418
20.229 106.414
20.227 106.408
20.215 106.391
20.212 106.384
20.21 106.383
20.207 106.385
20.207 106.389
20.205 106.391
20.181 106.372
20.182 106.363
20.18 106.359
20.182 106.358
20.191 106.36
20.197 106.358
20.199 106.358
20.206 106.354
20.203 106.353
20.194 106.355
20.183 106.353
20.172 106.354
20.157 106.349
20.153 106.345
20.138 106.335
20.139 106.333
20.146 106.333
20.147 106.331
20.144 106.329
20.134 106.328
20.128 106.324
20.122 106.316
20.102 106.296
20.09 106.289
20.076 106.277
20.059 106.257
20.052 106.25
20.009 106.212
20.004 106.203
20.006 106.201
20.004 106.194
20.001 106.192
20 106.19
19.996 106.183
19.979 106.164
19.978 106.16
19.98 106.144
19.98 106.136
19.976 106.126
19.976 106.122
19.97 106.115
19.968 106.111
19.97 106.106
19.975 106.105
19.982 106.106
19.993 106.11
20 106.112
20.006 106.114
20.006 106.109
20 106.106
19.994 106.103
19.974 106.097
19.972 106.091
19.966 106.081
19.963 106.08
19.966 106.071
19.974 106.065
19.979 106.057
19.983 106.055
19.995 106.033
20 106.037
20.001 106.038
20.001 106.037
20 106.035
19.999 106.032
19.989 106.029
19.987 106.023
19.982 106.02
19.982 106.015
19.975 106.012
19.972 106.009
19.974 106
19.972 105.989
19.968 105.984
19.968 105.976
19.967 105.971
19.959 105.961
19.958 105.951
19.949 105.946
19.948 105.944
19.95 105.938
19.954 105.937
19.962 105.94
19.966 105.94
19.959 105.934
19.954 105.933
19.947 105.934
19.942 105.941
19.942 105.945
19.953 105.954
19.955 105.962
19.963 105.971
19.964 105.975
19.965 105.985
19.971 105.992
19.971 106.001
19.969 106.003
19.963 105.999
19.949 105.987
19.948 105.986
19.943 105.979
19.918 105.959
19.907 105.954
19.898 105.953
19.894 105.951
19.894 105.947
19.897 105.945
19.905 105.943
19.905 105.941
19.894 105.941
19.892 105.93
19.888 105.921
19.888 105.918
19.894 105.913
19.894 105.911
19.893 105.906
19.886 105.906
19.889 105.91
19.889 105.912
19.884 105.915
19.884 105.918
19.892 105.954
19.892 105.96
19.891 105.961
19.856 105.943
19.836 105.938
19.827 105.936
19.819 105.935
19.796 105.938
19.797 105.936
19.795 105.934
19.804 105.927
19.804 105.924
19.806 105.919
19.802 105.919
19.797 105.924
19.798 105.899
19.78 105.882
19.778 105.876
19.776 105.874
19.775 105.877
19.778 105.907
19.784 105.92
19.783 105.925
19.78 105.928
19.786 105.934
19.784 105.935
19.776 105.93
19.761 105.917
19.749 105.909
19.738 105.905
19.731 105.904
19.724 105.903
19.722 105.902
19.725 105.898
19.724 105.892
19.73 105.891
19.732 105.89
19.732 105.885
19.726 105.873
19.717 105.864
19.689 105.852
19.674 105.842
19.661 105.839
19.655 105.836
19.645 105.831
19.628 105.83
19.599 105.824
19.594 105.822
19.595 105.82
19.612 105.823
19.622 105.82
19.629 105.814
19.626 105.811
19.626 105.806
19.614 105.8
19.603 105.797
19.6 105.794
19.601 105.791
19.609 105.781
19.605 105.774
19.608 105.769
19.625 105.769
19.629 105.774
19.639 105.77
19.64 105.765
19.637 105.758
19.637 105.751
19.635 105.752
19.636 105.767
19.634 105.77
19.629 105.77
19.629 105.766
19.627 105.764
19.621 105.766
19.608 105.764
19.602 105.77
19.601 105.773
19.605 105.781
19.603 105.784
19.595 105.786
19.589 105.793
19.596 105.796
19.6 105.803
19.612 105.805
19.615 105.807
19.615 105.812
19.608 105.816
19.602 105.814
19.593 105.81
19.587 105.811
19.577 105.809
19.572 105.811
19.571 105.814
19.58 105.817
19.581 105.819
19.578 105.82
19.537 105.812
19.525 105.814
19.502 105.812
19.478 105.81
19.446 105.814
19.432 105.817
19.427 105.816
19.428 105.813
19.431 105.808
19.43 105.803
19.409 105.796
19.401 105.79
19.395 105.789
19.389 105.789
19.37 105.792
19.359 105.795
19.346 105.801
19.339 105.807
19.318 105.815
19.316 105.812
19.316 105.805
19.314 105.803
19.312 105.806
19.312 105.818
19.31 105.818
19.301 105.813
19.297 105.812
19.284 105.807
19.276 105.81
19.274 105.809
19.271 105.796
19.273 105.788
19.27 105.784
19.261 105.78
19.233 105.774
19.228 105.771
19.226 105.768
19.226 105.763
19.235 105.759
19.241 105.751
19.241 105.748
19.24 105.747
19.235 105.741
19.236 105.749
19.231 105.756
19.226 105.748
19.221 105.743
19.212 105.739
19.204 105.738
19.188 105.738
19.177 105.735
19.171 105.737
19.158 105.734
19.156 105.734
19.131 105.732
19.125 105.734
19.106 105.743
19.104 105.735
19.106 105.727
19.101 105.723
19.102 105.72
19.097 105.713
19.093 105.705
19.088 105.702
19.089 105.699
19.085 105.697
19.086 105.694
19.099 105.68
19.094 105.669
19.086 105.658
19.077 105.65
19.056 105.639
19.048 105.633
19.044 105.63
19.039 105.628
19.029 105.628
18.992 105.618
18.992 105.616
18.993 105.613
18.998 105.612
19.01 105.618
19.015 105.616
19.02 105.61
19.025 105.608
19.029 105.609
19.033 105.607
19.034 105.604
19.033 105.6
19.024 105.59
19.021 105.592
19.032 105.603
19.03 105.604
19.022 105.605
19.013 105.614
19.006 105.613
19.001 105.609
18.998 105.609
18.992 105.611
18.989 105.615
18.987 105.62
18.96 105.623
18.95 105.626
18.913 105.636
18.904 105.64
18.89 105.657
18.892 105.663
18.888 105.669
18.882 105.672
18.883 105.676
18.878 105.681
18.879 105.689
18.875 105.696
18.865 105.704
18.865 105.706
18.851 105.716
18.851 105.722
18.848 105.723
18.844 105.721
18.838 105.724
18.835 105.723
18.836 105.711
18.834 105.709
18.834 105.706
18.834 105.704
18.841 105.698
18.847 105.703
18.85 105.7
18.851 105.69
18.849 105.686
18.854 105.678
18.858 105.666
18.856 105.665
18.849 105.667
18.854 105.669
18.853 105.675
18.847 105.681
18.844 105.693
18.841 105.691
18.837 105.695
18.832 105.691
18.83 105.695
18.828 105.708
18.83 105.715
18.822 105.725
18.815 105.726
18.793 105.74
18.787 105.747
18.786 105.748
18.766 105.762
18.762 105.758
18.758 105.745
18.755 105.741
18.749 105.748
18.751 105.748
18.754 105.754
18.755 105.764
18.753 105.779
18.755 105.78
18.758 105.778
18.758 105.765
18.76 105.764
18.762 105.769
18.763 105.778
18.758 105.783
18.734 105.791
18.715 105.793
18.705 105.796
18.671 105.804
18.615 105.821
18.586 105.836
18.585 105.836
18.561 105.853
18.538 105.865
18.48 105.912
18.468 105.924
18.458 105.928
18.456 105.927
18.455 105.925
18.458 105.92
18.459 105.916
18.456 105.913
18.451 105.912
18.449 105.912
18.426 105.917
18.419 105.914
18.408 105.902
18.4 105.888
18.413 105.871
18.415 105.869
18.423 105.871
18.427 105.868
18.427 105.863
18.429 105.86
18.437 105.859
18.438 105.856
18.437 105.851
18.434 105.844
18.43 105.843
18.425 105.849
18.421 105.847
18.433 105.835
18.433 105.832
18.441 105.823
18.442 105.816
18.441 105.812
18.439 105.812
18.439 105.821
18.431 105.831
18.43 105.834
18.424 105.838
18.417 105.846
18.419 105.852
18.426 105.851
18.429 105.852
18.428 105.857
18.424 105.863
18.419 105.866
18.415 105.863
18.403 105.878
18.401 105.879
18.391 105.873
18.388 105.883
18.389 105.885
18.397 105.891
18.399 105.892
18.401 105.901
18.4 105.907
18.396 105.911
18.397 105.922
18.39 105.931
18.386 105.932
18.377 105.932
18.372 105.936
18.39 105.936
18.395 105.932
18.399 105.924
18.4 105.919
18.399 105.912
18.403 105.911
18.419 105.924
18.421 105.925
18.43 105.931
18.434 105.932
18.441 105.928
18.446 105.928
18.452 105.93
18.456 105.935
18.464 105.936
18.473 105.943
18.473 105.946
18.47 105.948
18.468 105.945
18.464 105.944
18.451 105.951
18.429 105.965
18.419 105.973
18.36 106.019
18.321 106.057
18.291 106.086
18.282 106.097
18.275 106.11
18.272 106.119
18.268 106.122
18.267 106.121
18.266 106.114
18.261 106.109
18.261 106.099
18.252 106.092
18.249 106.084
18.246 106.088
18.246 106.092
18.249 106.097
18.253 106.103
18.254 106.106
18.249 106.111
18.254 106.113
18.254 106.121
18.257 106.126
18.265 106.128
18.267 106.13
18.264 106.145
18.268 106.154
18.269 106.163
18.256 106.187
18.246 106.201
18.238 106.208
18.234 106.212
18.235 106.216
18.224 106.225
18.223 106.23
18.216 106.237
18.215 106.239
18.217 106.253
18.215 106.258
18.172 106.297
18.164 106.305
18.147 106.322
18.114 106.358
18.108 106.359
18.121 106.338
18.113 106.333
18.11 106.321
18.11 106.316
18.106 106.311
18.101 106.312
18.099 106.315
18.1 106.32
18.109 106.331
18.109 106.335
18.108 106.338
18.106 106.339
18.101 106.332
18.096 106.335
18.091 106.334
18.087 106.335
18.085 106.333
18.084 106.328
18.081 106.328
18.081 106.332
18.077 106.334
18.082 106.336
18.071 106.342
18.066 106.343
18.055 106.338
18.054 106.34
18.058 106.344
18.067 106.347
18.077 106.343
18.084 106.347
18.101 106.359
18.103 106.362
18.109 106.367
18.104 106.379
18.107 106.381
18.107 106.383
18.107 106.384
18.101 106.391
18.099 106.407
18.101 106.41
18.111 106.412
18.113 106.414
18.12 106.412
18.126 106.417
18.126 106.422
18.122 106.428
18.122 106.434
18.12 106.438
18.118 106.438
18.11 106.43
18.098 106.424
18.092 106.425
18.082 106.432
18.08 106.433
18.037 106.45
18.014 106.462
18.001 106.471
17.996 106.476
17.988 106.48
17.984 106.486
17.974 106.49
17.969 106.493
17.967 106.494
17.964 106.499
17.959 106.511
17.955 106.512
17.952 106.507
17.947 106.508
17.942 106.511
17.94 106.515
17.936 106.515
17.934 106.511
17.929 106.507
17.92 106.505
17.918 106.502
17.919 106.495
17.918 106.488
17.914 106.483
17.899 106.473
17.89 106.47
17.886 106.464
17.877 106.462
17.871 106.452
17.868 106.449
17.861 106.448
17.823 106.445
17.812 106.447
17.762 106.464
17.75 106.471
17.707 106.495
17.707 106.484
17.714 106.454
17.71 106.453
17.704 106.473
17.701 106.497
17.679 106.507
17.638 106.534
17.619 106.552
17.598 106.561
17.556 106.585
17.54 106.594
17.515 106.615
17.492 106.629
17.488 106.631
17.48 106.629
17.468 106.629
17.467 106.638
17.476 106.635
17.479 106.636
17.48 106.638
17.467 106.646
17.394 106.709
17.393 106.71
17.326 106.782
17.321 106.793
17.314 106.798
17.308 106.806
17.295 106.821
17.229 106.908
17.196 106.951
17.179 106.976
17.151 107.012
17.149 107.015
17.123 107.056
17.101 107.088
17.099 107.094
17.099 107.101
17.097 107.102
17.094 107.108
17.084 107.119
17.083 107.12
17.08 107.12
17.067 107.118
17.058 107.121
17.053 107.118
17.044 107.121
17.039 107.115
17.036 107.114
17.026 107.117
17.021 107.115
17.015 107.114
17.002 107.107
17 107.11
17.009 107.117
16.989 107.13
16.964 107.145
16.901 107.201
16.896 107.186
16.893 107.19
16.897 107.198
16.897 107.204
16.895 107.209
16.869 107.23
16.845 107.256
16.822 107.288
16.821 107.29
16.788 107.325
16.769 107.349
16.741 107.388
16.74 107.39
16.734 107.403
16.698 107.444
16.682 107.468
16.663 107.489
16.663 107.49
16.623 107.548
16.602 107.574
16.588 107.595
16.568 107.626
16.565 107.627
16.564 107.624
16.575 107.611
16.574 107.609
16.571 107.61
16.569 107.609
16.587 107.583
16.601 107.558
16.606 107.55
16.619 107.524
16.62 107.515
16.623 107.51
16.631 107.503
16.632 107.5
16.633 107.493
16.639 107.486
16.641 107.478
16.647 107.472
16.647 107.467
16.654 107.459
16.655 107.444
16.653 107.438
16.659 107.433
16.66 107.43
16.658 107.43
16.652 107.433
16.653 107.428
16.652 107.427
16.649 107.427
16.643 107.436
16.641 107.436
16.637 107.435
16.634 107.436
16.632 107.438
16.635 107.446
16.633 107.458
16.63 107.464
16.618 107.474
16.614 107.484
16.611 107.489
16.603 107.495
16.601 107.496
16.598 107.501
16.597 107.513
16.599 107.52
16.599 107.524
16.582 107.549
16.58 107.555
16.576 107.557
16.574 107.559
16.572 107.564
16.564 107.553
16.567 107.544
16.558 107.541
16.555 107.537
16.552 107.536
16.544 107.558
16.538 107.565
16.539 107.571
16.54 107.574
16.549 107.581
16.556 107.583
16.568 107.582
16.573 107.583
16.577 107.587
16.577 107.59
16.575 107.592
16.572 107.591
16.565 107.595
16.563 107.605
16.559 107.601
16.557 107.601
16.558 107.611
16.555 107.621
16.548 107.628
16.546 107.621
16.55 107.609
16.549 107.601
16.547 107.595
16.541 107.59
16.539 107.595
16.54 107.595
16.543 107.597
16.545 107.603
16.546 107.608
16.542 107.619
16.542 107.626
16.549 107.637
16.55 107.644
16.548 107.649
16.544 107.65
16.54 107.649
16.537 107.637
16.54 107.631
16.537 107.631
16.536 107.634
16.534 107.646
16.524 107.65
16.524 107.645
16.519 107.642
16.52 107.637
16.522 107.632
16.52 107.63
16.51 107.636
16.509 107.638
16.515 107.644
16.517 107.648
16.517 107.653
16.516 107.656
16.514 107.657
16.507 107.649
16.502 107.648
16.498 107.651
16.491 107.653
16.49 107.655
16.498 107.665
16.51 107.675
16.516 107.683
16.517 107.686
16.507 107.69
16.499 107.696
16.495 107.701
16.489 107.714
16.483 107.721
16.466 107.734
16.458 107.743
16.454 107.755
16.445 107.762
16.434 107.765
16.42 107.78
16.41 107.791
16.402 107.798
16.39 107.805
16.384 107.813
16.375 107.83
16.365 107.834
16.353 107.836
16.347 107.835
16.347 107.833
16.357 107.822
16.366 107.813
16.363 107.809
16.363 107.801
16.361 107.795
16.361 107.783
16.367 107.78
16.381 107.787
16.379 107.778
16.367 107.775
16.365 107.772
16.367 107.767
16.37 107.765
16.367 107.761
16.364 107.764
16.363 107.77
16.355 107.782
16.351 107.786
16.346 107.787
16.349 107.794
16.342 107.8
16.339 107.801
16.327 107.795
16.322 107.795
16.31 107.8
16.302 107.806
16.299 107.812
16.291 107.82
16.288 107.825
16.287 107.841
16.284 107.848
16.285 107.852
16.291 107.856
16.294 107.864
16.285 107.863
16.277 107.873
16.277 107.882
16.273 107.891
16.276 107.897
16.282 107.904
16.283 107.912
16.293 107.919
16.312 107.924
16.317 107.926
16.326 107.927
16.331 107.924
16.342 107.923
16.35 107.922
16.354 107.924
16.354 107.929
16.345 107.946
16.345 107.953
16.343 107.955
16.336 107.958
16.319 107.975
16.313 107.975
16.304 107.978
16.301 107.963
16.297 107.959
16.285 107.953
16.284 107.953
16.282 107.955
16.283 107.959
16.292 107.967
16.293 107.973
16.291 107.979
16.287 107.98
16.283 107.986
16.271 107.991
16.272 107.993
16.277 107.993
16.294 107.988
16.308 107.981
16.313 107.98
16.315 107.981
16.313 108.002
16.314 108.014
16.321 108.029
16.324 108.031
16.327 108.029
16.336 108.021
16.338 108.02
16.343 108.025
16.341 108.027
16.336 108.032
16.334 108.038
16.327 108.04
16.315 108.049
16.313 108.049
16.308 108.046
16.305 108.046
16.245 108.08
16.235 108.088
16.23 108.092
16.228 108.092
16.227 108.09
16.23 108.084
16.233 108.081
16.248 108.072
16.241 108.07
16.241 108.069
16.258 108.059
16.261 108.052
16.257 108.048
16.255 108.043
16.248 108.038
16.228 108.044
16.224 108.049
16.22 108.052
16.218 108.053
16.218 108.059
16.224 108.07
16.224 108.074
16.221 108.092
16.224 108.096
16.224 108.099
16.222 108.108
16.213 108.12
16.212 108.124
16.216 108.131
16.212 108.142
16.218 108.146
16.219 108.15
16.21 108.168
16.208 108.172
16.208 108.177
16.213 108.183
16.212 108.188
16.206 108.197
16.2 108.195
16.2 108.187
16.195 108.178
